price,area,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,type_of_building
11500000,1750,4,4,2,Ready to Move,Resale,161,Unfurnished,0,Flat
15500000,1800,3,3,4,Ready to Move,Resale,,,,Flat
24900000,2225,4,3,1,Ready to Move,Resale,6,Furnished,1,Flat
10100000,1650,3,2,,Ready to Move,Resale,,Furnished,,Flat
3500000,990,2,2,2,Ready to Move,Resale,,,,Flat
7000000,1315,3,2,5,Ready to Move,Resale,,,,Flat
2500000,563,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
8700000,1100,2,2,1,Ready to Move,Resale,1,,,Flat
5700000,1150,2,2,5,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,1530,3,2,3,Ready to Move,Resale,1,,3,Individual House
9500000,2050,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
3800000,1050,2,2,,Ready to Move,Resale,,,,Flat
3300000,975,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
3000000,840,2,2,2,Ready to Move,Resale,1,Unfurnished,,Flat
6500000,1235,2,2,2,Ready to Move,Resale,,,,Flat
2500000,650,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3200000,880,2,2,2,Ready to Move,Resale,,,,Individual House
3600000,1106,2,2,3,Ready to Move,Resale,,,,Individual House
5000000,1165,2,2,,,Resale,,Semi-Furnished,,Individual House
11000000,1200,3,2,,Ready to Move,Resale,,,,Individual House
6000000,1300,2,2,1,Ready to Move,Resale,,,,Individual House
5000000,1395,3,2,5,Ready to Move,Resale,2,Semi-Furnished,,Flat
4000000,1065,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
13000000,2300,4,4,4,Ready to Move,Resale,2,,,Individual House
9000000,1560,3,2,3,Ready to Move,Resale,1,Semi-Furnished,,Individual House
3500000,1000,2,2,2,Ready to Move,New Property,,,,Flat
6200000,1240,2,2,4,Ready to Move,Resale,,Semi-Furnished,,Individual House
2300000,801,2,2,1,Ready to Move,Resale,7,Semi-Furnished,1,Flat
3600000,700,2,2,,,Resale,1,Furnished,,Flat
3400000,540,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3350000,984,2,2,3,Ready to Move,New Property,,,2,Flat
6800000,962,3,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
5400000,1150,2,2,3,Ready to Move,Resale,,,,Flat
4600000,1400,2,2,,Ready to Move,Resale,,Furnished,,Flat
13900000,2300,4,4,3,Ready to Move,Resale,,Semi-Furnished,,Individual House
6500000,1040,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3600000,795,2,2,1,Ready to Move,Resale,,,,Individual House
8500000,950,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
5500000,1050,3,2,,,Resale,,Semi-Furnished,,Flat
18000000,2400,4,5,2,Ready to Move,Resale,,,1,Flat
4050000,1150,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1380,2,2,3,Ready to Move,New Property,,,,Flat
2500000,900,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
4100000,980,2,2,2,Ready to Move,Resale,512,,1,Flat
4200000,1100,3,2,,Ready to Move,Resale,,Furnished,,Flat
4800000,1700,3,3,4,Ready to Move,New Property,,,,Individual House
2800000,900,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
2980000,850,2,2,2,Ready to Move,Resale,,Unfurnished,,Flat
7000000,1195,3,2,3,Ready to Move,Resale,,,,Flat
5200000,1300,2,2,3,,Resale,1,Unfurnished,,Individual House
3600000,1075,2,2,3,Ready to Move,Resale,1,,5,Individual House
5000000,970,2,2,,Ready to Move,Resale,,,,Flat
12000000,2020,2,2,,Ready to Move,Resale,2,Semi-Furnished,,Flat
3800000,632,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
5800000,1350,3,2,3,Ready to Move,Resale,,Furnished,,Flat
16500000,1600,3,2,,Ready to Move,Resale,,,,Flat
16000000,2250,3,4,4,Ready to Move,Resale,,,,Flat
9000000,1910,3,3,3,Ready to Move,Resale,,,2,Flat
6500000,1595,3,3,,,Resale,,Unfurnished,,Flat
5200000,1100,3,2,,Ready to Move,Resale,,Unfurnished,,Individual House
5000000,959,2,2,2,Ready to Move,Resale,,,2,Flat
3500000,900,2,2,2,Ready to Move,Resale,,Furnished,,Flat
20000000,2072,4,5,5,Ready to Move,Resale,2,,,Flat
8500000,1515,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
7000000,1469,2,3,3,Ready to Move,Resale,,,,Flat
3800000,1130,2,2,3,Ready to Move,New Property,,Unfurnished,,Individual House
3000000,535,2,2,1,Ready to Move,New Property,,Furnished,,Flat
8500000,1300,2,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat
4000000,1045,2,2,2,Ready to Move,Resale,1,,2,Flat
8000000,1015,3,2,1,Ready to Move,New Property,,Furnished,,Individual House
1800000,670,2,2,2,Ready to Move,Resale,,,,Flat
7000000,1618,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
19000000,2000,4,4,3,Ready to Move,Resale,,Unfurnished,,Flat
11700000,1600,3,3,3,Ready to Move,Resale,,Semi-Furnished,,Individual House
6000000,1575,3,3,4,,Resale,,Semi-Furnished,,Flat
7500000,1208,3,3,,Ready to Move,Resale,,,,Flat
15000000,2100,3,3,4,Ready to Move,Resale,,Unfurnished,,Flat
4700000,670,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Individual House
3500000,1005,2,2,1,Ready to Move,Resale,,,,Flat
6500000,1175,2,2,1,Ready to Move,Resale,,,,Individual House
4200000,1050,2,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat
2800000,750,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
7300000,1370,2,2,4,Ready to Move,Resale,,,,Flat
16500000,1600,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
11500000,1730,3,4,4,Ready to Move,New Property,1,Semi-Furnished,,Flat
3500000,1050,2,2,3,Ready to Move,New Property,1,,2,Flat
7500000,1032,4,2,2,Ready to Move,Resale,,Unfurnished,,Flat
4200000,1040,2,2,3,Ready to Move,Resale,450,,2,Flat
15800000,2200,4,4,2,Ready to Move,Resale,2,,2,Flat
25500000,3016,4,4,4,Ready to Move,Resale,,,,Flat
4300000,810,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Individual House
4500000,802,3,2,1,Ready to Move,New Property,,Semi-Furnished,,Flat
25000000,3400,7,8,,,Resale,,Semi-Furnished,,Flat
6500000,900,2,2,2,Ready to Move,New Property,,Semi-Furnished,,Individual House
3800000,900,2,2,,Ready to Move,Resale,,Furnished,,Individual House
19000000,2400,3,3,4,Ready to Move,Resale,,Semi-Furnished,,Individual House
5200000,1155,2,2,4,,Resale,,Semi-Furnished,,Individual House
10000000,1550,3,3,3,Ready to Move,New Property,,,,Individual House
7000000,1303,3,2,3,Ready to Move,Resale,1,,2,Flat
3700000,1106,2,2,3,Ready to Move,Resale,1,Unfurnished,2,Individual House
2480000,600,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
7060000,1350,3,3,2,Ready to Move,Resale,1,Semi-Furnished,,Individual House
10500000,1425,3,2,2,Ready to Move,Resale,1,,0,Flat
3500000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
4900000,1180,2,2,1,Ready to Move,Resale,,,,Flat
12000000,2099,3,4,3,Ready to Move,Resale,,,,Flat
25000000,2000,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
2650000,700,2,2,2,Ready to Move,Resale,,Furnished,,Flat
22500000,540,10,10,5,Ready to Move,Resale,3,Furnished,,Flat
14000000,1950,3,3,5,Ready to Move,Resale,,,,Individual House
4000000,1100,2,2,1,Ready to Move,Resale,,Furnished,,Individual House
6000000,1110,2,2,,Ready to Move,Resale,,,,Flat
4000000,1200,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
3700000,990,2,2,4,,Resale,1,Semi-Furnished,3,Flat
11000000,1800,3,3,,Ready to Move,Resale,,Unfurnished,,Flat
27000000,4000,5,5,3,Ready to Move,Resale,2,Semi-Furnished,1,Flat
5350000,1300,3,2,,Ready to Move,Resale,,,,Individual House
3500000,995,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
9900000,1290,3,2,,Ready to Move,Resale,,Furnished,,Flat
9000000,1788,3,3,,Ready to Move,Resale,1,,,Flat
3400000,654,2,2,2,Ready to Move,New Property,,,,Flat
5000000,1077,2,2,,Ready to Move,Resale,,,,Flat
16000000,2000,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
22500000,1800,4,4,,Ready to Move,Resale,3,Furnished,,Individual House
19800000,2560,4,4,7,Ready to Move,Resale,,,,Flat
2300000,850,3,2,1,Ready to Move,Resale,,Furnished,,Individual House
30000000,4200,4,4,2,Ready to Move,Resale,2,,,Individual House
7810000,1350,3,3,,Ready to Move,Resale,,,,Flat
30000000,4000,4,3,3,Ready to Move,Resale,,,,Individual House
16000000,1950,4,4,,Ready to Move,Resale,,Semi-Furnished,,Individual House
16000000,1800,3,3,3,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,1437,3,2,1,Ready to Move,New Property,,,,Flat
4500000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
3060000,875,2,2,,,Resale,,Unfurnished,,Flat
8500000,1690,3,3,4,Ready to Move,Resale,,,,Flat
6500000,900,3,2,,Ready to Move,Resale,,Furnished,,Flat
19000000,2400,5,4,4,Ready to Move,Resale,,Furnished,,Individual House
9500000,1625,3,3,,Ready to Move,Resale,,,,Flat
7020000,1600,3,3,,Ready to Move,Resale,,,,Flat
3350000,1025,2,2,2,Ready to Move,Resale,,,,Flat
27500000,2658,3,4,3,Ready to Move,Resale,,,,Flat
30000000,3685,3,3,,Ready to Move,Resale,,Furnished,,Flat
9000000,1100,2,2,2,Ready to Move,Resale,9,Unfurnished,5,Flat
4600000,1350,3,2,2,Ready to Move,Resale,4,Semi-Furnished,,Individual House
7750000,1145,2,2,2,Ready to Move,Resale,,,,Individual House
14500000,3020,3,3,2,Ready to Move,Resale,,Unfurnished,,Flat
3500000,1100,2,2,3,,Resale,,Unfurnished,,Individual House
3300000,940,2,2,2,Ready to Move,Resale,,,,Flat
3600000,1120,2,2,,Ready to Move,Resale,,Unfurnished,,Individual House
9000000,1890,3,3,3,Ready to Move,New Property,,Semi-Furnished,,Individual House
30000000,4000,5,7,,,Resale,,Semi-Furnished,,Flat
26500000,3200,4,5,4,Ready to Move,Resale,2,,2,Flat
6500000,1438,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
46000000,5400,9,9,,Ready to Move,Resale,,Semi-Furnished,,Individual House
25000000,2700,3,3,,Ready to Move,Resale,3,Furnished,,Individual House
18500000,3500,3,4,2,Ready to Move,Resale,2,Semi-Furnished,1,Flat
28000000,3206,4,4,,Ready to Move,Resale,,,,Individual House
11000000,2175,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
4500000,1000,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
2900000,965,2,2,3,Ready to Move,Resale,1,,2,Flat
17500000,2100,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
17500000,2100,3,3,2,Ready to Move,New Property,,Semi-Furnished,,Individual House
39000000,7000,6,6,6,Ready to Move,Resale,,Unfurnished,,Flat
12600000,1750,3,3,,Ready to Move,Resale,,Semi-Furnished,,Individual House
15000000,1500,3,2,2,Ready to Move,Resale,,,,Flat
16000000,2390,4,3,,Ready to Move,Resale,,,,Flat
13000000,2158,3,3,4,Ready to Move,New Property,,,,Individual House
5780000,1890,3,3,4,Ready to Move,Resale,1,,2,Individual House
2840000,668,2,2,,Ready to Move,Resale,,,,Individual House
4650000,1265,2,2,,Ready to Move,Resale,,,,Individual House
8700000,1500,3,3,4,Ready to Move,Resale,1,Semi-Furnished,,Individual House
7000000,900,2,4,2,Ready to Move,Resale,,Unfurnished,,Flat
7500000,1777,3,2,2,Ready to Move,Resale,,,2,Individual House
8000000,1300,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
4000000,753,2,2,1,,Resale,,Unfurnished,,Flat
5000000,985,3,2,,Ready to Move,Resale,,Furnished,,Individual House
2650000,540,2,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
4650000,1105,2,2,4,,Resale,,Semi-Furnished,,Flat
3600000,1020,2,2,3,Ready to Move,Resale,,Unfurnished,,Flat
6000000,1045,2,2,4,Ready to Move,Resale,1,,,Flat
4500000,900,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Individual House
19000000,1800,3,3,1,Ready to Move,Resale,1,Unfurnished,,Flat
5000000,1100,2,2,1,Ready to Move,Resale,2,Unfurnished,,Flat
5000000,1150,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
8000000,1847,4,4,,Ready to Move,Resale,,,,Individual House
4000000,900,3,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
5800000,900,2,2,,Ready to Move,Resale,,Furnished,,Flat
9000000,1600,2,2,,Ready to Move,Resale,,,0,Flat
6700000,1380,3,2,5,Ready to Move,Resale,1,,2,Flat
18000000,2150,3,4,4,Ready to Move,Resale,,,,Flat
9900000,1616,2,2,3,Ready to Move,Resale,,,,Flat
3780000,1265,3,2,,Ready to Move,Resale,,,,Flat
17500000,2600,4,5,,Ready to Move,Resale,,Semi-Furnished,,Flat
12500000,1857,3,3,,Ready to Move,Resale,,Furnished,,Flat
8500000,800,2,2,,Ready to Move,Resale,1,Unfurnished,,Flat
7800000,1735,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,1265,3,2,,Ready to Move,Resale,,,,Flat
24800000,3000,3,4,2,Ready to Move,New Property,1,,1,Flat
4000000,1265,3,2,3,Ready to Move,Resale,1,Unfurnished,,Individual House
50000000,4700,6,6,,Ready to Move,Resale,,Unfurnished,,Flat
45000000,5000,4,7,4,Ready to Move,Resale,4,Furnished,,Flat
7000000,600,2,3,1,Ready to Move,Resale,,Unfurnished,,Flat
10000000,1750,4,3,,Ready to Move,Resale,,Furnished,,Flat
5400000,1300,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
16200000,2150,4,4,4,Ready to Move,Resale,2,,2,Flat
3200000,1040,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
22500000,2250,4,3,2,Ready to Move,Resale,2,Semi-Furnished,2,Flat
11600000,1376,3,3,2,Ready to Move,Resale,,Semi-Furnished,,Flat
8800000,965,2,2,2,Ready to Move,Resale,,,,Flat
13500000,1400,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
3200000,1065,2,2,3,,Resale,,Furnished,,Individual House
5100000,1025,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
9800000,1500,3,2,2,Ready to Move,Resale,2,,,Flat
5500000,1505,3,3,,Ready to Move,Resale,,,,Individual House
4600000,930,2,2,3,Ready to Move,Resale,1,Semi-Furnished,,Flat
11800000,1270,2,2,2,Ready to Move,Resale,,,,Flat
3400000,750,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
8000000,1430,3,2,2,Ready to Move,Resale,1,,2,Flat
4400000,1425,3,2,1,Ready to Move,Resale,,,,Flat
8000000,1000,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
9000000,1547,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
8500000,1564,3,2,5,Ready to Move,Resale,,,,Flat
3200000,1010,2,2,3,Ready to Move,Resale,,,,Individual House
6820000,1350,2,2,,,Resale,,Semi-Furnished,,Flat
4500000,1060,2,2,3,Ready to Move,Resale,1,,,Flat
6200000,1370,2,2,1,Ready to Move,Resale,,,,Individual House
4470000,1296,3,2,,Ready to Move,Resale,,,,Individual House
6000000,1400,4,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
3400000,835,2,2,,,Resale,,Semi-Furnished,,Flat
3650000,1005,2,2,2,Ready to Move,Resale,,,,Flat
3500000,1050,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
9000000,1450,3,3,2,Ready to Move,Resale,1,Unfurnished,,Flat
25000000,1800,4,3,1,Ready to Move,Resale,3,Furnished,,Flat
3300000,1100,2,2,2,Ready to Move,Resale,,Unfurnished,1,Flat
3500000,758,2,3,1,Ready to Move,Resale,,Semi-Furnished,,Flat
14000000,2198,4,3,4,Ready to Move,Resale,3,,,Flat
6500000,1600,4,3,,Ready to Move,Resale,,Furnished,,Individual House
5500000,1260,5,3,,Ready to Move,Resale,,Unfurnished,,Flat
3700000,1365,3,2,3,Ready to Move,Resale,,,,Flat
9500000,1854,4,4,4,Ready to Move,Resale,1,,2,Flat
7750000,1550,2,2,1,Ready to Move,Resale,,,,Flat
7200000,1880,3,4,,Ready to Move,Resale,,,,Flat
8500000,2042,4,4,4,,Resale,1,Semi-Furnished,,Flat
5000000,1280,3,2,2,Ready to Move,Resale,,Unfurnished,,Flat
3850000,1055,2,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
3200000,890,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
6000000,900,2,2,1,Ready to Move,Resale,1,Furnished,,Flat
4200000,1040,2,2,3,Ready to Move,Resale,,,,Flat
7000000,1100,2,2,2,Ready to Move,Resale,2,,2,Flat
3700000,1115,2,2,,Ready to Move,Resale,,,,Flat
5000000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
5500000,1186,5,2,2,Ready to Move,Resale,,Unfurnished,,Flat
8500000,1232,3,2,,Ready to Move,Resale,1,,,Flat
4750000,1100,2,2,3,Ready to Move,Resale,,,2,Flat
3500000,675,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
5700000,1069,3,2,,Ready to Move,New Property,,Semi-Furnished,,Flat
28000000,4000,4,4,,Ready to Move,Resale,,,,Individual House
32000000,3200,4,4,,Ready to Move,Resale,,,,Flat
35000000,2960,7,7,1,Ready to Move,Resale,,Semi-Furnished,,Flat
35000000,6000,5,5,,Ready to Move,Resale,,,,Flat
27500000,2250,3,3,2,Ready to Move,Resale,,,,Flat
6930000,1385,2,2,3,Ready to Move,Resale,2,,,Flat
6500000,1325,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
9500000,1954,3,3,,Ready to Move,Resale,,Furnished,,Flat
3000000,750,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
12000000,1125,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,Flat
6000000,1020,3,2,1,Ready to Move,Resale,1,Semi-Furnished,0,Flat
3500000,800,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Individual House
5200000,990,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
5600000,1300,2,2,2,Ready to Move,Resale,1,,1,Flat
4150000,1252,2,3,,Ready to Move,Resale,,,,Individual House
15000000,1675,3,3,3,Ready to Move,Resale,2,,3,Flat
4500000,1476,2,2,,Ready to Move,Resale,,,,Individual House
4700000,1655,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
6500000,1400,3,2,,Ready to Move,Resale,1,Semi-Furnished,0,Individual House
4600000,1000,2,2,3,Ready to Move,Resale,1,,2,Flat
5900000,1150,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
12500000,1805,3,3,4,Ready to Move,Resale,,,,Flat
12500000,1500,3,2,,Ready to Move,Resale,,Furnished,,Flat
11000000,1125,3,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
6000000,1425,3,3,,,Resale,,Unfurnished,,Flat
8500000,1800,3,3,3,,Resale,,Unfurnished,,Flat
2390000,550,2,2,2,Ready to Move,New Property,,Unfurnished,,Flat
6600000,1288,2,2,1,Ready to Move,Resale,1,,2,Flat
4000000,1164,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
18700000,2336,4,4,5,Ready to Move,Resale,2,Semi-Furnished,2,Flat
32500000,3000,3,3,2,Ready to Move,Resale,2,,1,Flat
8000000,1500,3,2,2,Ready to Move,Resale,,Unfurnished,,Individual House
3100000,980,2,2,3,Ready to Move,Resale,,,,Flat
4400000,1150,2,2,2,Ready to Move,Resale,,,,Individual House
10000000,1000,2,2,1,Ready to Move,Resale,,,,Flat
7500000,1574,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Flat
2900000,750,3,2,,Ready to Move,Resale,1,Semi-Furnished,,Flat
4000000,750,2,2,1,Ready to Move,Resale,,,2,Flat
4170000,891,2,2,,Ready to Move,Resale,,,,Flat
5200000,1405,3,2,3,Ready to Move,Resale,,,,Flat
6100000,1350,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
3800000,1275,2,2,4,Ready to Move,Resale,,,,Flat
4500000,1170,2,2,2,Ready to Move,Resale,,,,Flat
4400000,988,2,2,2,Ready to Move,Resale,1,,,Flat
7130000,1526,3,3,,Ready to Move,Resale,,,,Flat
12000000,2100,4,3,4,Ready to Move,Resale,,,,Individual House
7500000,1350,3,2,3,Ready to Move,New Property,,,,Flat
4000000,1152,2,2,2,Ready to Move,Resale,6,,4,Individual House
11000000,900,2,2,1,Ready to Move,Resale,4,Semi-Furnished,,Flat
9700000,2000,5,5,5,Ready to Move,Resale,1,,,Flat
10500000,1200,3,2,1,Ready to Move,Resale,,Unfurnished,,Flat
4000000,900,3,2,4,Ready to Move,Resale,,Semi-Furnished,,Flat
7100000,1450,3,3,3,Ready to Move,Resale,,,,Flat
3600000,650,2,2,1,Ready to Move,Resale,,Unfurnished,,Flat
11000000,1500,4,3,2,Ready to Move,Resale,2,,2,Individual House
23000000,3500,5,3,3,Ready to Move,Resale,,,,Flat
2600000,890,2,2,,Ready to Move,Resale,,,,Flat
8550000,900,2,2,,Ready to Move,Resale,,Furnished,,Flat
3400000,810,2,2,,Ready to Move,Resale,,Semi-Furnished,,Individual House
2500000,700,2,2,,Ready to Move,Resale,,,,Flat
15000000,2400,5,5,4,Ready to Move,Resale,,Unfurnished,0,Flat
18500000,1600,3,3,,Ready to Move,Resale,1,Semi-Furnished,,Flat
5000000,1200,3,2,2,Ready to Move,Resale,1,Semi-Furnished,,Individual House
6500000,1090,2,2,,Ready to Move,Resale,,,,Flat
5500000,1505,3,3,,Ready to Move,Resale,1,Unfurnished,2,Flat
3200000,720,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
13000000,1368,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
8500000,1730,3,3,,Ready to Move,Resale,,,,Individual House
3800000,950,2,2,,Ready to Move,Resale,,,,Flat
8300000,1600,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
3300000,1075,2,2,2,Ready to Move,Resale,,Furnished,,Individual House
5500000,1450,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Individual House
4000000,1000,3,2,,Ready to Move,Resale,,Unfurnished,,Flat
6500000,900,3,2,1,Ready to Move,Resale,1,,,Flat
6500000,1810,3,3,4,Ready to Move,Resale,,,,Flat
5200000,1120,3,2,,Ready to Move,Resale,,Furnished,,Flat
5000000,1328,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
9500000,1935,3,4,,Ready to Move,Resale,,Unfurnished,,Flat
8500000,1300,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3000000,845,2,2,,,Resale,,Semi-Furnished,,Individual House
6500000,1810,3,3,4,Ready to Move,Resale,,,,Individual House
4800000,1495,3,3,,Ready to Move,Resale,,Semi-Furnished,,Flat
7500000,1400,2,2,,Ready to Move,Resale,,,,Flat
6300000,1246,2,2,2,Ready to Move,Resale,,,,Flat
4300000,1250,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
8700000,1750,3,3,3,Ready to Move,Resale,,,,Flat
14000000,2268,4,4,3,Ready to Move,Resale,,,,Flat
6100000,1440,3,2,2,Ready to Move,Resale,1,Furnished,,Individual House
11500000,1850,3,4,,Ready to Move,Resale,,,,Individual House
6000000,1250,3,2,,Ready to Move,Resale,,,,Flat
7000000,1200,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Flat
9500000,1952,3,4,4,Ready to Move,Resale,1,,3,Individual House
3500000,600,2,2,,Ready to Move,Resale,100,,,Flat
13500000,1600,3,2,2,Ready to Move,Resale,,,,Flat
4200000,1090,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,Flat
7500000,1225,2,2,,Ready to Move,Resale,,,,Individual House
2900000,890,2,2,2,Ready to Move,Resale,,,,Flat
11500000,1615,3,3,3,Ready to Move,Resale,,,,Flat
5000000,1550,3,3,2,Ready to Move,Resale,,,,Flat
4000000,1000,2,2,2,Ready to Move,Resale,,,,Flat
6500000,1150,2,2,,Ready to Move,Resale,,,,Flat
6000000,1360,2,2,,Ready to Move,Resale,,,,Flat
5000000,980,2,2,3,Ready to Move,Resale,1,Unfurnished,,Flat
9800000,1150,3,2,2,Ready to Move,Resale,1,,,Flat
3000000,750,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
6000000,900,2,2,,Ready to Move,Resale,,Semi-Furnished,,Flat
14000000,1598,3,2,3,Ready to Move,Resale,2,,2,Flat
5100000,1001,3,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3500000,1025,2,2,,Ready to Move,Resale,,Unfurnished,,Flat
3500000,800,2,2,1,Ready to Move,Resale,,Semi-Furnished,,Flat
3000000,895,2,2,3,Ready to Move,Resale,,,,Flat
7000000,1600,3,3,,Ready to Move,Resale,,Unfurnished,,Individual House
11200000,1600,3,4,2,Ready to Move,Resale,3,Semi-Furnished,0,Flat
7670000,1645,3,3,,Ready to Move,Resale,,,,Flat
4520000,1450,2,2,,Ready to Move,Resale,,,,Flat
6000000,1100,3,2,2,Ready to Move,Resale,1,Furnished,,Flat
13000000,1440,3,2,2,Ready to Move,New Property,,Semi-Furnished,,Flat
13000000,1700,3,3,,Ready to Move,Resale,,Furnished,,Flat
